Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-12-25,14:08:42.180,81,5.3,1.23,0.0,0,0.0,-4,-1,-1024,-7,-890,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2024-12-25,14:08:42.650,92,5.3,1.23,0.0,0,0.0,-4,-1,-1024,-8,-893,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2024-12-25,14:08:43.150,90,5.3,1.23,0.0,0,0.0,-3,-1,-1024,-7,-897,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1499,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2024-12-25,14:08:43.650,96,5.3,1.23,0.0,0,0.0,-4,-1,-1024,-8,-899,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2024-12-25,14:08:44.150,90,5.3,1.23,0.0,0,0.0,-4,-1,-1024,-8,-902,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2024-12-25,14:08:44.650,85,5.3,1.23,0.0,0,0.0,-4,-1,-1024,-7,-904,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2024-12-25,14:08:45.150,93,5.3,1.23,0.0,0,0.0,-4,-1,-1024,-8,-902,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2024-12-25,14:08:45.650,82,5.3,1.23,0.0,0,0.0,-4,-1,-1024,-7,-903,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2024-12-25,14:08:46.150,86,5.3,1.23,0.0,0,0.0,-4,-1,-1024,-8,-903,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2024-12-25,14:08:46.650,82,5.3,1.23,0.0,0,0.0,-4,-1,-1024,-7,-905,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
