Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),TRSS(dB),TQly,Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-02-15,13:30:30.860,91,5.3,12.46,5.3,3,66.0,110,100,487,-406,-198,455,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1653,1703,1401,1743,1577,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,13:30:31.330,93,5.2,12.45,8.1,3,100.8,106,100,169,-392,59,309,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1606,1699,1529,1584,1553,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,13:30:31.830,104,5.2,12.37,9.8,5,121.2,103,100,202,-440,408,311,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1606,1727,1704,1601,1553,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,13:30:32.330,98,5.2,12.18,16.5,7,200.9,97,100,562,-492,483,387,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1629,1754,1741,1781,1565,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,13:30:32.830,94,5.2,12.06,17.5,9,211.0,93,100,469,-459,545,465,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1657,1739,1772,1734,1579,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,13:30:33.330,91,5.2,11.97,24.6,12,294.4,91,100,30,-433,788,413,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1638,1729,1894,1515,1569,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,13:30:33.830,88,5.2,11.72,23.8,15,278.9,87,100,123,-539,1021,-66,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1523,1785,2010,1561,1511,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,13:30:34.330,79,5.2,11.70,24.4,18,285.4,78,100,135,-605,1024,-83,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1519,1818,2012,1567,1510,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,13:30:34.830,75,5.2,11.65,23.8,22,277.2,75,100,-7,-662,1024,-224,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1494,1846,2012,1497,1488,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,13:30:35.330,88,5.2,11.65,23.2,25,270.2,87,100,107,-124,1024,218,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1582,1577,2012,1553,1541,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
