Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-12-25,13:30:06.340,78,5.2,1.13,21.8,26,24.6,-4,-109,1024,188,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1560,1597,2012,1498,1530,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:06.840,78,5.3,1.13,21.5,29,24.2,-4,-111,1024,495,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1651,1598,2012,1498,1576,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:07.340,78,5.2,1.13,20.7,32,23.3,-4,-91,1024,-5,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1517,1588,2012,1498,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:07.840,71,5.2,1.14,20.7,35,23.5,-2,-27,800,-291,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1477,1551,1900,1499,1453,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:08.340,79,5.2,1.14,12.9,38,14.7,-2,3,413,-12,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1515,1526,1706,1499,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:08.840,89,5.2,1.17,10.7,39,12.5,-3,-61,328,51,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1528,1556,1664,1499,1514,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:09.340,84,5.2,1.18,8.9,40,10.5,-1,-161,205,293,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1583,1603,1602,1500,1542,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:09.840,84,5.2,1.18,7.9,42,9.3,-4,-222,204,531,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1672,1641,1602,1498,1586,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:10.340,74,5.2,1.18,7.8,43,9.2,-3,-276,204,273,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1578,1660,1602,1499,1539,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:10.840,74,5.2,1.18,7.9,44,9.3,-4,-62,205,68,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1531,1553,1602,1498,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
