Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),TRSS(dB),TQly,Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-01-04,12:31:04.270,96,5.2,12.48,3.3,1,41.1,93,99,799,-563,-314,299,-1009,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1603,1780,1343,1899,1551,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-04,12:31:04.730,95,5.2,12.46,5.7,2,71.0,95,99,820,-600,-314,277,-1008,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1597,1798,1344,1900,1549,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-04,12:31:05.230,93,5.2,12.37,9.2,3,113.8,90,100,-23,-502,129,275,-1008,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1597,1755,1564,1489,1548,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-04,12:31:05.730,90,5.2,12.26,9.6,4,117.6,91,100,136,-577,174,180,-1008,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1573,1793,1587,1568,1537,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-04,12:31:06.230,86,5.2,12.17,13.1,6,159.4,84,100,60,-607,446,84,-1009,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1553,1811,1723,1530,1526,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-04,12:31:06.730,84,5.2,11.89,19.8,8,235.4,82,100,163,-685,621,125,-1009,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1561,1853,1810,1581,1531,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-04,12:31:07.230,83,5.2,11.69,23.7,11,277.0,79,100,173,-809,1000,298,-1009,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1603,1919,2000,1586,1551,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-04,12:31:07.730,80,5.2,11.59,23.8,15,275.8,80,100,123,-733,1023,-16,-1008,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1533,1882,2011,1561,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-04,12:31:08.230,78,5.2,11.59,23.5,18,272.3,76,100,-4,-353,1024,2,-1009,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1536,1692,2012,1498,1518,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-04,12:31:08.730,78,5.2,11.50,22.9,21,263.3,78,99,0,-5,1024,-7,-1009,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1534,1518,2012,1500,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-04,12:31:09.230,74,5.3,11.50,22.6,24,259.9,73,99,-5,-3,1024,-8,-1009,460,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1534,1517,2012,1498,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
