Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-11-12,14:44:23.130,87,5.2,1.22,0.6,61,0.7,6,-502,-598,113,-359,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1541,1690,1201,1503,1520,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-11-12,14:44:24.100,88,5.2,1.22,3.8,61,4.6,291,-955,-321,149,-359,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1548,1927,1340,1645,1524,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-11-12,14:44:25.100,90,5.2,1.20,8.7,63,10.4,345,-1024,178,148,-359,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1548,1980,1589,1672,1524,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,14:44:26.100,89,5.2,1.15,17.1,67,19.6,670,-1024,593,222,-359,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1565,1996,1796,1835,1533,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,14:44:27.100,91,5.2,1.11,21.5,72,23.8,461,-1024,1020,289,-359,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1582,2012,2010,1730,1541,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,14:44:28.100,86,5.2,1.10,21.3,78,23.4,1019,-1024,1024,372,-359,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1607,2012,2012,2009,1553,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,14:44:29.100,102,5.2,1.10,22.0,84,24.2,-51,-1024,1001,329,-359,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1594,2011,2000,1475,1547,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,14:44:30.100,90,5.3,1.09,22.6,90,24.6,-142,-1024,1024,320,-359,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1591,2012,2012,1429,1545,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,14:44:31.100,80,5.2,1.09,21.4,96,23.3,-27,-1024,1024,154,-359,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1549,2012,2012,1487,1525,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,14:44:32.100,92,5.2,1.09,21.5,102,23.4,120,-772,1024,115,-359,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1541,1886,2012,1560,1521,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
