Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-11-12,15:46:29.660,87,5.3,1.20,7.3,2,8.7,-5,-673,130,658,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1731,1803,1565,1498,1615,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:30.430,87,5.2,1.18,10.7,4,12.6,1,-942,335,649,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1725,1945,1667,1500,1613,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:31.430,87,5.2,1.14,16.9,8,19.2,46,-1024,689,758,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1794,1999,1844,1523,1647,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:32.430,87,5.2,1.11,22.3,14,24.7,3,-696,1024,610,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1704,1848,2012,1501,1602,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:33.430,85,5.2,1.20,3.8,17,4.5,25,1,-317,-7,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1450,1342,1512,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:34.430,87,5.2,1.19,5.7,18,6.7,31,1,-155,-7,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1456,1423,1515,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:35.430,88,5.3,1.16,14.9,21,17.2,0,1,491,-8,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1480,1745,1500,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:36.430,93,5.2,1.12,20.5,26,22.9,-1,0,-994,-7,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1425,1003,1500,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:37.430,95,5.2,1.22,0.0,26,0.0,-4,1,-1024,-7,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1516,1423,988,1498,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:38.430,95,5.2,1.22,0.0,26,0.0,-3,1,-1024,-7,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1516,1423,988,1499,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:39.430,91,5.2,1.22,0.0,26,0.0,-3,1,-1024,-7,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1516,1423,988,1499,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:40.430,91,5.2,1.22,0.0,26,0.0,-3,1,-1024,-7,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1516,1423,988,1499,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-11-12,15:46:41.430,95,5.2,1.22,0.0,26,0.0,-4,1,-1024,-8,-345,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1516,1423,988,1498,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
