Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-12-25,13:14:05.170,84,5.2,1.09,21.2,664,23.1,204,-554,1024,170,-736,279,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1553,1820,2012,1602,1527,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:14:05.630,78,5.2,1.09,21.7,667,23.6,199,-364,1024,-64,-733,279,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1505,1725,2012,1599,1502,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:14:06.130,86,5.2,1.08,21.4,670,23.1,178,-106,1024,42,-731,278,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1526,1596,2012,1589,1513,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:14:06.630,82,5.3,1.08,21.6,673,23.3,174,-171,1024,187,-725,278,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1557,1635,2012,1587,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:14:07.130,80,5.3,1.08,21.1,676,22.7,243,-260,1024,7,-719,279,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1519,1673,2012,1621,1510,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:14:07.630,72,5.3,1.08,20.6,679,22.2,236,-270,1024,-275,-720,278,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1479,1678,2012,1618,1457,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:14:08.130,86,5.3,1.08,20.8,682,22.4,265,-256,1024,-9,-721,278,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1671,2012,1632,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:14:08.630,81,5.3,1.08,21.1,684,22.7,211,-420,1024,-37,-720,278,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1510,1753,2012,1605,1505,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:14:09.130,86,5.3,1.08,20.5,687,22.1,123,-451,1024,-127,-719,278,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1496,1768,2012,1561,1492,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:14:09.630,77,5.3,1.08,19.9,690,21.4,26,-172,792,-78,-718,278,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1502,1623,1896,1513,1501,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
