Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-11-12,16:38:29.090,84,5.3,1.22,0.7,0,0.8,-4,-2,-780,-22,-339,833,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1513,1434,1110,1498,1507,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-11-12,16:38:30.060,84,5.3,1.22,1.0,0,1.2,49,-44,-725,-10,-338,833,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1457,1138,1524,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-11-12,16:38:31.060,82,5.2,1.22,1.4,0,1.7,75,-43,-574,-16,-338,833,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1515,1462,1213,1537,1507,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-11-12,16:38:32.060,82,5.3,1.21,2.8,1,3.3,102,-78,-462,-12,-338,833,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1515,1484,1269,1551,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-11-12,16:38:33.060,100,5.3,1.21,3.5,2,4.2,139,-268,-345,-10,-338,833,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1583,1328,1569,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-11-12,16:38:34.060,98,5.2,1.20,4.7,3,5.6,369,-312,-200,-9,-339,833,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1610,1400,1684,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-11-12,16:38:35.060,103,5.2,1.19,6.4,5,7.6,573,-361,-2,-7,-339,833,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1642,1499,1786,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-11-12,16:38:36.060,99,5.2,1.15,11.5,8,13.2,412,-299,413,-9,-339,833,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1627,1706,1706,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-11-12,16:38:37.060,95,5.2,1.13,16.6,12,18.7,1024,-391,539,-10,-338,833,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1677,1769,2012,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-11-12,16:38:38.060,72,5.3,1.10,12.4,16,13.6,15,-491,-1024,-55,-338,833,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1507,1669,988,1507,1503,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
