Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),TRSS(dB),TQly,Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-02-15,14:02:37.440,95,5.2,12.50,1.4,0,17.5,94,99,-4,-5,-630,-12,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1533,1483,1185,1498,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,14:02:37.900,96,5.3,12.49,1.5,0,18.7,95,100,-4,-226,-629,-5,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1535,1593,1186,1498,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,14:02:38.400,95,5.3,12.49,1.9,0,23.7,93,100,-3,-610,-489,148,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1566,1782,1256,1499,1533,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,14:02:38.900,95,5.2,12.49,2.9,0,36.2,95,100,-4,-707,-309,176,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1572,1826,1346,1498,1536,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,14:02:39.400,90,5.2,12.47,5.5,1,68.5,89,100,-68,-626,-144,185,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1574,1781,1428,1466,1537,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,14:02:39.900,91,5.2,12.44,6.6,2,82.1,88,100,-5,-603,-61,182,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1574,1767,1470,1498,1537,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2025-02-15,14:02:40.400,88,5.2,12.43,7.0,3,87.0,84,100,280,-628,81,204,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1579,1776,1540,1640,1539,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:40.900,90,5.2,12.38,11.5,4,142.3,88,100,-1,-638,308,149,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1566,1776,1654,1500,1533,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:41.400,86,5.2,12.28,12.7,5,155.9,86,100,-256,-572,490,124,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1561,1738,1745,1372,1530,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:41.900,80,5.3,12.14,17.8,8,216.0,78,100,-209,-552,508,106,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1557,1728,1754,1396,1529,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:42.400,71,5.2,12.09,16.3,10,197.0,66,100,-69,-632,766,-4,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1535,1761,1883,1466,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:42.900,71,5.2,11.94,24.1,13,287.7,70,100,-3,-875,1023,-6,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1535,1876,2011,1499,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:43.400,67,5.2,11.85,24.3,17,287.9,60,100,1,-794,1024,201,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1578,1836,2012,1500,1539,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:43.900,60,5.2,11.81,23.9,20,282.2,51,100,12,-847,1024,95,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1555,1862,2012,1506,1527,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:44.400,83,5.2,11.80,23.4,23,276.1,82,99,17,-318,1024,-7,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1534,1598,2012,1508,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:44.900,83,5.2,11.76,23.2,26,272.8,82,100,50,-398,1024,-5,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1535,1638,2012,1525,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:45.400,76,5.2,11.74,22.8,30,267.6,78,100,81,-245,1024,69,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1550,1561,2012,1540,1525,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:45.900,75,5.2,11.72,22.4,33,262.5,76,100,90,-162,1024,133,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1563,1520,2012,1545,1531,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:46.400,78,5.2,11.71,22.2,36,259.9,77,100,129,-313,1024,104,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1557,1595,2012,1564,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:46.900,65,5.2,11.72,22.1,39,259.0,65,100,138,-216,1024,84,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1553,1547,2012,1569,1526,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:47.400,63,5.2,11.70,22.0,42,257.4,64,100,176,-225,1024,-39,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1528,1551,2012,1588,1514,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:47.900,71,5.2,11.71,21.8,45,255.2,66,100,123,-115,1024,-519,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1446,1497,2012,1561,1393,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:48.400,69,5.2,11.69,21.5,48,251.3,68,100,128,-97,1024,-451,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1460,1488,2012,1564,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:48.900,60,5.2,11.68,20.7,51,241.7,59,100,108,-281,1024,17,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1539,1579,2012,1554,1520,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:49.400,52,5.2,11.69,19.8,54,231.4,60,100,63,-446,378,-9,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1534,1678,1689,1531,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:49.900,60,5.2,11.94,5.8,55,69.2,59,88,-5,-239,70,-16,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1533,1582,1535,1498,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:50.400,67,5.3,12.12,4.9,56,59.3,65,95,7,-180,-32,-62,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1523,1555,1484,1503,1512,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:50.900,70,5.3,12.15,5.8,57,70.4,69,95,-1,-172,-34,-18,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1532,1551,1483,1500,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:51.400,76,5.3,12.16,6.1,58,74.1,73,99,0,-378,-33,-13,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1533,1654,1484,1500,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:51.900,74,5.3,12.17,6.1,58,74.2,74,99,-4,-533,-33,221,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1583,1732,1484,1498,1541,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:52.400,67,5.2,12.20,5.8,59,70.7,63,100,-4,-582,-33,133,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1563,1756,1484,1498,1531,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:52.900,53,5.2,12.19,5.4,60,65.8,54,100,-3,-295,-116,115,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1559,1615,1442,1499,1530,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:53.400,62,5.2,12.22,4.7,61,57.4,59,98,-5,-9,-222,211,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1580,1475,1389,1498,1540,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:53.900,61,5.3,12.26,2.7,61,33.1,57,98,0,-2,-338,72,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1550,1474,1331,1500,1525,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:54.400,51,5.3,12.29,2.9,62,35.6,49,100,-1,-2,-338,49,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1546,1474,1331,1500,1523,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:54.900,51,5.3,12.31,2.4,62,29.5,53,92,142,-2,-337,-8,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1534,1474,1332,1571,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:55.400,60,5.3,12.32,2.6,62,32.0,61,92,-6,117,-339,-2,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1535,1415,1331,1497,1518,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:55.900,73,5.3,12.32,2.6,63,32.0,66,95,-2,81,-338,-9,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1534,1433,1331,1499,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:56.400,75,5.3,12.33,2.1,63,25.8,78,95,-4,36,-424,-195,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1498,1457,1288,1498,1495,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:56.900,59,5.3,12.34,1.8,63,22.2,59,100,-4,71,-425,-172,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1500,1440,1288,1498,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:57.400,69,5.3,12.35,2.0,64,24.7,65,100,-5,42,-425,-4,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1535,1455,1288,1498,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:57.900,73,5.3,12.35,1.8,64,22.2,72,97,8,3,-423,36,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1543,1474,1289,1504,1521,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:58.400,81,5.3,12.35,2.1,64,25.9,79,97,44,-2,-422,53,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1546,1476,1289,1522,1523,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:58.900,80,5.3,12.35,2.2,64,27.1,82,100,107,-2,-422,31,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1542,1476,1289,1553,1521,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:59.400,85,5.3,12.35,2.6,65,32.1,83,98,99,-4,-62,-4,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1535,1468,1469,1549,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:02:59.900,84,5.3,12.27,6.8,66,83.4,87,98,97,-168,174,-6,-971,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1535,1544,1587,1548,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:03:00.400,84,5.2,12.23,7.0,67,85.6,82,100,5,-9,299,-11,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1534,1462,1649,1502,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:03:00.900,84,5.2,12.18,9.3,68,113.2,78,100,0,-34,379,-34,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1529,1472,1689,1500,1514,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:03:01.400,82,5.2,12.13,9.8,69,118.8,81,97,-1,-67,436,-15,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1533,1487,1718,1500,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:03:01.900,85,5.3,12.08,12.5,71,151.0,83,97,-3,-78,527,-121,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1511,1491,1763,1499,1506,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:03:02.400,76,5.2,12.02,14.4,72,173.0,78,100,-4,-4,751,-7,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1534,1448,1875,1498,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:03:02.900,82,5.2,11.87,19.5,75,231.4,81,98,-4,-87,855,-9,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1534,1487,1927,1498,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:03:03.400,58,5.2,11.80,19.0,77,224.2,62,98,-4,-223,885,-2,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1535,1554,1942,1498,1518,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:03:03.900,72,5.2,11.80,18.9,80,223.0,72,96,-6,-8,1023,89,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1554,1443,2011,1497,1527,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-02-15,14:03:04.400,76,5.2,11.78,19.0,83,223.8,78,96,-6,-6,1024,-4,-972,574,-1,-1,-1,-1,1,1,-1,-1,0x000000000000000C,1535,1442,2012,1497,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
