Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-12-25,13:51:41.610,94,5.3,1.22,0.3,1,0.3,-3,-2,-769,-7,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1518,1497,1116,1499,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:42.080,95,5.3,1.23,0.4,1,0.4,-2,0,-768,-5,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1519,1496,1116,1499,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:42.580,90,5.3,1.23,0.2,1,0.2,-1,-3,-768,-9,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1518,1498,1116,1500,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:43.080,94,5.3,1.23,0.4,1,0.4,31,-204,-535,64,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1533,1604,1233,1515,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:43.580,87,5.3,1.22,2.7,1,3.2,325,-419,-530,115,-852,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1543,1711,1235,1662,1522,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:44.080,98,5.2,1.22,2.4,2,2.9,-22,-490,-411,64,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1533,1750,1295,1489,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:44.580,98,5.2,1.22,4.6,2,5.6,-8,-661,-242,8,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1521,1840,1379,1496,1511,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:45.080,103,5.2,1.22,5.8,3,7.0,45,-674,-99,34,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1527,1850,1451,1522,1513,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:45.580,101,5.2,1.22,7.0,4,8.5,18,-727,21,69,-852,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1534,1879,1510,1509,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:46.080,94,5.2,1.21,8.6,5,10.4,-10,-752,71,-7,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1518,1893,1535,1495,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:46.580,92,5.2,1.20,11.8,6,14.1,-19,-960,533,-40,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1512,2008,1766,1491,1506,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:47.080,85,5.2,1.17,24.9,9,29.1,19,-1024,1023,-44,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1511,2012,2011,1509,1505,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:47.580,88,5.2,1.13,23.7,12,26.7,-1,-340,1024,393,-853,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1615,1711,2012,1500,1558,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:48.080,86,5.2,1.13,22.7,16,25.6,-1,-295,1024,195,-852,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1561,1688,2012,1500,1530,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:48.580,78,5.2,1.13,22.4,19,25.3,54,300,1024,-8,-852,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1518,1391,2012,1527,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:51:49.080,82,5.3,1.13,21.8,22,24.6,-2,-1,1024,-10,-852,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1518,1541,2012,1499,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
