Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),TRSS(dB),TQly,Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-01-02,12:33:07.220,96,5.3,11.42,1.6,1113,18.2,93,100,730,-1014,-529,75,-1022,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1535,2009,1236,1865,1517,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2025-01-02,12:33:07.690,100,5.3,11.43,1.8,1114,20.5,97,100,-2,-900,-635,-12,-1022,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1517,1949,1183,1499,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2025-01-02,12:33:08.190,100,5.2,11.43,0.4,1114,4.5,100,100,-29,-912,-682,-3,-1022,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1519,1954,1159,1486,1510,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2025-01-02,12:33:08.690,100,5.2,11.43,1.8,1114,20.5,100,100,82,-931,-294,83,-1022,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1536,1973,1353,1541,1518,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2025-01-02,12:33:09.190,100,5.2,11.40,1.6,1114,18.2,100,100,412,-991,-575,35,-1022,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1527,1996,1213,1706,1513,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2025-01-02,12:33:09.690,98,5.2,11.42,2.0,1114,22.8,100,100,425,-962,-575,42,-1022,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1528,1982,1213,1712,1514,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2025-01-02,12:33:10.190,92,5.2,11.43,0.1,1115,1.1,92,100,865,-938,-775,56,-1022,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1531,1965,1113,1932,1515,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2025-01-02,12:33:10.690,91,5.2,11.44,0.9,1115,10.2,90,100,914,-916,-319,133,-1022,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1547,1965,1341,1957,1523,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2025-01-02,12:33:11.190,90,5.2,11.43,1.5,1115,17.1,91,100,317,-927,-541,61,-1022,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1532,1965,1230,1658,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2025-01-02,12:33:11.690,89,5.2,11.40,1.6,1115,18.2,89,100,116,-901,-642,86,-1022,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1537,1950,1179,1558,1519,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
