Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-12-25,13:50:53.070,80,5.3,1.22,0.8,0,0.9,244,-320,-876,161,-680,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1553,1653,1062,1622,1527,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:50:53.540,80,5.2,1.23,0.0,0,0.0,198,-378,-759,9,-664,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1522,1685,1121,1599,1511,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:50:54.040,82,5.2,1.23,0.2,0,0.2,216,-453,-711,123,-649,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1545,1724,1145,1608,1522,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:50:54.540,79,5.2,1.22,2.1,0,2.5,269,-501,-574,133,-634,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1547,1751,1213,1634,1523,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:50:55.040,80,5.2,1.22,3.0,0,3.6,274,-517,-473,114,-618,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1543,1762,1264,1637,1521,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:50:55.540,82,5.2,1.22,4.0,0,4.8,-233,-601,-585,-5,-609,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1519,1801,1208,1384,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:50:56.040,89,5.2,1.22,1.6,1,1.9,-1024,-669,-603,-31,-601,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1514,1835,1199,988,1507,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:50:56.540,102,5.2,1.22,0.0,1,0.0,-662,-532,-1024,-8,-596,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1756,988,1169,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:50:57.040,95,5.2,1.23,0.0,1,0.0,-1024,-591,-1024,-4,-591,380,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1519,1785,988,988,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
2024-12-25,13:50:57.540,93,5.2,1.23,0.0,1,0.0,-63,-2,-1024,-8,-585,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000D,1518,1491,988,1469,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.7
